station_name,start_count,start_member_count,start_casual_count,end_count,end_member_count,end_casual_count,avg_lat,avg_lng,type,public transportation
Amherst Ave & Prichard Rd,896,200,696,788,156,632,39.03596109645287,-77.04839374899663,Work,Bus
Anacostia Ave & Benning Rd NE / River Terrace ,9139,5333,3806,9129,5286,3843,38.89654322573887,-76.96011946720807,Work,Metro
Anacostia Ave & East Capitol St NE,1908,1061,847,1919,1146,773,38.890452654506376,-76.96128262395432,Entertainment,
Anacostia Library,2290,1484,806,2259,1485,774,38.8658276762562,-76.97843758922923,Living,Metro
Anacostia Metro,5405,3331,2074,5488,3032,2456,38.862644555260914,-76.99462318480411,Work,Bus
Anacostia Park,11296,4709,6587,10949,4482,6467,38.87335712947592,-76.98336357842533,Entertainment,
Anacostia Roller Skating Pavilion,3813,1819,1994,3831,1870,1961,38.87877048086981,-76.97094189295794,Entertainment,Bus
Anacostia Roller Skating Pavillion,3821,1512,2309,3913,1811,2102,38.87876936011361,-76.97093047619394,Living,Metro
Arizona & McArthur NW,23,9,14,28,16,12,38.92728985429607,-77.1036594990942,Living,Metro
Arizona Ave & MacArthur Blvd NW,3102,1466,1636,3229,1478,1751,38.92729240696355,-77.10363008464293,Entertainment,
Arlington Blvd & Allen St,373,138,235,402,133,269,38.8663383957942,-77.19978028048419,Living,Metro
Arlington Blvd & Fairfax Dr,7549,4601,2948,7320,4329,2991,38.88626654041343,-77.08425366140666,Entertainment,Bus
Arlington Blvd & Fillmore St,5635,3865,1770,5644,3817,1827,38.873761605311586,-77.08922853510575,Work,Metro
Arlington Blvd & Ft Myer Dr,10046,5721,4325,10160,5835,4325,38.89086218345555,-77.07488732519606,Work,Metro
Arlington Blvd & N Queen St,5275,3019,2256,5141,2936,2205,38.889363115863276,-77.07729558651792,Living,Metro
Arlington Blvd & S George Mason Dr,4529,2853,1676,4418,3002,1416,38.86944245818885,-77.10449868114523,Living,
Arlington Mill Cmty Center / Columbia Pike & S Dinwiddie St,8181,5421,2760,8292,5162,3130,38.85635273645458,-77.11154922881856,Living,Metro
Arlington National Cemetery,16161,2523,13638,16228,2770,13458,38.88453582620633,-77.0657995521527,Work,
Army Navy Dr & Fern St,2070,1129,941,2388,1180,1208,38.864842893193554,-77.05686910776835,Living,Bus
Army Navy Dr & S Joyce St,11281,6436,4845,11797,6932,4865,38.86344432385634,-77.06337413147179,Entertainment,Bus
Army Navy Dr & S Nash St,2145,1328,817,1656,1066,590,38.86218969573376,-77.06813021337274,Living,
Aurora Hills Cmty Ctr / 18th St & S Hayes St,7440,4574,2866,7462,4830,2632,38.857867324735096,-77.0594898099494,Entertainment,Metro
Ballenger Ave & Dulaney St,5160,3320,1840,4994,3180,1814,38.8026816770418,-77.06356889425639,Living,
Ballston Metro / Stuart St & 9th St N,23121,14644,8477,20186,13165,7021,38.88104731132677,-77.11176077412605,Living,
Baltimore Ave & Jefferson St,4206,1072,3134,4474,1185,3289,38.955485945750894,-76.9401331843078,Work,Metro
Baltimore Ave & Van Buren St / Riverdale Park Station,4764,1375,3389,4778,1445,3333,38.969574570059336,-76.93736062057123,Living,Metro
Barcroft Community Center,4304,1966,2338,4560,2046,2514,38.850338103017066,-77.10098891192033,Entertainment,Metro
Baron Cameron Ave & North Hampton Ave,918,295,623,963,291,672,38.966356268328866,-77.35932157109472,Work,Metro
Barton St & 10th St N,4883,2797,2086,4016,2413,1603,38.88498461404838,-77.08777779412605,Work,Metro
Battery Ln & Trolley Trail,7408,3691,3717,6707,3510,3197,38.99237373841163,-77.10010183675476,Living,
Becontree Ln & Goldenrain Ct,397,51,346,398,48,350,38.96683768824417,-77.32928744750507,Living,Metro
Beech Dr at Draper Dr Park,90,34,56,81,38,43,38.866668919190744,-77.28210696004814,Work,Bus
Benning Branch Library,1427,961,466,1449,838,611,38.89399544051099,-76.94797009905248,Living,
Benning Rd & East Capitol St NE / Benning Rd Metro,3567,1604,1963,3601,1468,2133,38.88994477077379,-76.93723767426727,Work,Bus
Bethesda Ave & Arlington Rd,11479,4337,7142,10849,4189,6660,38.981098288484006,-77.09742123005162,Work,Metro
Bethesda Metro / Wisconsin Ave & Old Georgetown Rd,8189,3799,4390,6110,3149,2961,38.984682323409444,-77.09452953832029,Work,Bus
Bladensburg Rd & Benning Rd NE,11999,7335,4664,13891,8288,5603,38.900415101635375,-76.98288122635427,Work,Metro
Blenheim Blvd & North St,129,58,71,143,54,89,38.84742678470414,-77.30220914273127,Work,
Blueridge Ave & Elkin St,742,159,583,724,164,560,39.04314610070743,-77.05005488383281,Entertainment,
Braddock Rd Metro,4278,2573,1705,4105,2485,1620,38.81457274853261,-77.05280780676725,Living,Bus
Braddock Rd Metro North,4322,2514,1808,3902,2203,1699,38.8145745287232,-77.05280854998514,Living,
Braddock Rd Metro South,11562,7411,4151,11219,7889,3330,38.813477468961196,-77.053734043642,Living,Metro
Branch & Pennsylvania Ave SE,2121,836,1285,2037,760,1277,38.869211586746154,-76.95980322652889,Entertainment,Metro
Briggs Chaney & Castle Dr,946,116,830,845,109,736,39.08163602976761,-76.94550123526679,Living,Metro
Briggs Chaney Park & Ride,1075,324,751,1053,335,718,39.07787428485931,-76.94186760234803,Entertainment,Metro
Broad Branch Rd & Northampton St NW,2841,1815,1026,2745,1841,904,38.96577092597903,-77.06862316564377,Work,Bus
Broadbranch & Northampton NW,12,4,8,7,3,4,38.96578893269681,-77.06862370369039,Entertainment,
Broschart & Blackwell Rd,8,1,7,10,0,10,39.102099,-77.200322,Living,Bus
C & O Canal & Wisconsin Ave NW,43773,20644,23129,57689,25516,32173,38.903746171570276,-77.06268305054051,Living,Bus
California St & Florida Ave NW,72907,51303,21604,73735,51777,21958,38.917763581097546,-77.04062500865493,Entertainment,Metro
Calvert & Biltmore St NW,24980,16894,8086,14738,10782,3956,38.92319584082083,-77.04763730460074,Entertainment,Bus
Calvert St & Woodley Pl NW,38411,26377,12034,33618,23941,9677,38.92358515720562,-77.05004820600564,Work,Bus
Campus Commons,245,69,176,246,63,183,38.94471165613487,-77.3354212095104,Entertainment,Bus
Capitol Ave & Kendall St NE,6816,4997,1819,6817,4751,2066,38.91102691803417,-76.98582692719984,Entertainment,Bus
Capitol Heights Metro,1224,506,718,1121,518,603,38.88852200308927,-76.91316971404477,Living,
Carlin Springs Rd & N Thomas St,6503,4647,1856,5854,4324,1530,38.87669852626691,-77.11297959986075,Living,
Carroll & Ethan Allen Ave,5785,3740,2045,5015,3485,1530,38.977931189177845,-77.0064545030962,Living,Bus
Carroll & Westmoreland Ave,5429,3736,1693,4676,3334,1342,38.974994752981104,-77.01121391637483,Living,Metro
Castle Blvd & Castle Ln,1218,178,1040,1212,166,1046,39.085278053711264,-76.94055055401822,Entertainment,Metro
Central Library / Quincy St & 10th St N,9583,6449,3134,8822,5946,2876,38.88397687404172,-77.1078180443807,Work,
Chain Bridge Rd & Anderson Rd,140,48,92,170,59,111,38.925572189839286,-77.20476190211787,Work,
Charles Arrington Dr & Manchester Lakes Dr ,231,48,183,250,53,197,38.766842710716446,-77.15035549274242,Living,Metro
Chillum Rd & Riggs Rd / Riggs Plaza,4520,2286,2234,4245,1780,2465,38.96173271322562,-76.9959209354295,Entertainment,
Citadel Ave & McGrath Blvd,2107,1065,1042,2030,1003,1027,39.04898800766565,-77.1093306202242,Entertainment,Metro
Clarendon Blvd & N Fillmore St,12298,7206,5092,10409,6662,3747,38.88809810587925,-77.09308068686926,Entertainment,Metro
Clarendon Blvd & Pierce St,16243,10624,5619,15481,10303,5178,38.89344295567105,-77.07637629881492,Living,Metro
Clarendon Metro / Wilson Blvd & N Highland St,30253,19417,10836,23271,15638,7633,38.88710857305408,-77.09520818377658,Work,Metro
Clark St & 26th St S,4912,3016,1896,4644,2952,1692,38.850682119514204,-77.05152338985707,Entertainment,
Columbia & Ontario Rd NW,71111,50679,20432,55532,40400,15132,38.924089727317096,-77.04076091689367,Living,Metro
Columbia Pike & George Mason Dr,1235,694,541,1306,676,630,38.85931871676162,-77.10202740163488,Work,
Columbia Pike & Monroe St,2684,1804,880,2635,1770,865,38.86035168553515,-77.09367610429956,Work,
Columbia Pike & S Courthouse Rd,5776,2946,2830,5120,2781,2339,38.863851766890406,-77.08032395816353,Living,Bus
Columbia Pike & S George Mason Dr,2074,1419,655,2197,1413,784,38.859326498240215,-77.10202658364176,Entertainment,Metro
Columbia Pike & S Greenbrier St,3162,1951,1211,3033,1852,1181,38.85402240479371,-77.11811640130603,Living,Bus
Columbia Pike & S Highland St,1362,879,483,1317,793,524,38.862393898771785,-77.08912619545215,Work,Bus
Columbia Pike & S Oakland St,710,278,432,694,266,428,38.86078536491997,-77.09585981626347,Living,
Columbia Pike & S Orme St,4433,1677,2756,4318,1654,2664,38.86726885544279,-77.07231789979778,Entertainment,Metro
Columbia Pike & S Scott St/12th St S,2236,1042,1194,1998,927,1071,38.86354416560958,-77.07718958030578,Entertainment,Bus
Columbia Pike & S Taylor St,793,229,564,850,265,585,38.858526033057885,-77.10371405498269,Living,
Columbia Pike & S Walter Reed Dr,5650,3556,2094,5454,3326,2128,38.86247633466283,-77.08659428938614,Entertainment,Metro
Columbia Pike & W&OD Trail ,611,470,141,623,444,179,38.856640340469454,-77.10962197446099,Entertainment,Bus
Columbia Rd & Belmont St NW,50869,34909,15960,39983,27598,12385,38.92066471728947,-77.04366979580311,Work,Metro
Columbia Rd & Georgia Ave NW,45053,29798,15255,31040,21073,9967,38.928119286052706,-77.02378868454706,Work,Metro
Columbus Ave & Gramercy Blvd,736,350,386,666,277,389,39.12332020308976,-77.16484903953636,Living,Metro
Columbus Ave & Tribeca St,804,547,257,771,560,211,39.12583117086795,-77.16706746610404,Work,Bus
Columbus Circle / Union Station,147372,99455,47917,149779,100322,49457,38.89697555553224,-77.0049256753104,Work,
Commerce St & Fayette St,5356,2778,2578,6013,3085,2928,38.80564841413924,-77.05293088318194,Work,
Commonwealth Ave & E Monroe Ave,3661,1908,1753,3777,2105,1672,38.82005734386013,-77.06281775024644,Living,
Commonwealth Ave & Oak St,2317,976,1341,2383,1131,1252,38.81270493073765,-77.06171451137932,Entertainment,Bus
Commonwealth and Reed,6480,4049,2431,6599,4206,2393,38.83685785999476,-77.05725866337028,Work,
Congress Heights Metro,3106,1533,1573,2247,1118,1129,38.84471428679733,-76.98782295119398,Living,Metro
Congressional Ln & E Jefferson St,1833,819,1014,1848,867,981,39.062184910251936,-77.1292366404548,Living,Metro
Connecticut & Nebraska Ave NW,15820,9652,6168,14529,9408,5121,38.95499566877089,-77.06994295346975,Work,
Connecticut Ave & Chevy Chase Lake Dr,1918,653,1265,2005,556,1449,38.99416882672297,-77.07701876891217,Entertainment,Metro
Connecticut Ave & Macomb St NW / Cleveland Park,14896,9921,4975,14400,9455,4945,38.93363275481758,-77.05753561259033,Entertainment,Bus
Connecticut Ave & McKinley St NW,7874,5432,2442,7660,5299,2361,38.964535853041596,-77.075138858045,Entertainment,Bus
Connecticut Ave & Newark St NW / Cleveland Park,9244,6120,3124,8735,5915,2820,38.934268503520045,-77.05797425997307,Entertainment,
Connecticut Ave & Ordway St NW / Cleveland Park Metro ,3655,2223,1432,3452,2087,1365,38.935809139953676,-77.05842787651797,Work,Bus
Connecticut Ave & R St NW,57347,38429,18918,58499,39193,19306,38.912644351491345,-77.04563717716522,Living,
Connecticut Ave & Tilden St NW,13125,8572,4553,10763,7160,3603,38.9411366061607,-77.06197158350058,Work,Metro
Connecticut Ave & Yuma St NW,10035,5686,4349,9378,5905,3473,38.94714313010153,-77.06510403953273,Work,Bus
Constitution Ave & 2nd St NW/DOL,62741,21943,40798,62290,23715,38575,38.89227844697892,-77.01391890089309,Living,Metro
Convention Center / 7th & M St NW,61763,41619,20144,58023,38853,19170,38.90573462243118,-77.0222639469149,Entertainment,
Cordell & Norfolk Ave,4916,2605,2311,4322,2260,2062,38.98954625554775,-77.09802435654353,Living,
Corporate Blvd & Omega Dr,579,82,497,589,77,512,39.10697958378438,-77.19263882450495,Work,Bus
Court House Metro / 15th St & N Uhle St,24387,16127,8260,19934,13650,6284,38.89061223361017,-77.08479899178712,Entertainment,Metro
Crabbs Branch Way & Calhoun Pl,24,1,23,25,1,24,39.107709,-77.152072,Entertainment,Bus
Crabbs Branch Way & Redland Rd,28,1,27,29,1,28,39.120045,-77.15698499999999,Living,Metro
Crescent Rd & Ridge Rd,601,160,441,549,158,391,39.00617709613941,-76.89125250544984,Living,
Crystal City Metro / 18th St & S Bell St,21350,12820,8530,20987,12870,8117,38.85774097765681,-77.051641083064,Living,Bus
Crystal Dr & 15th St S,18356,9896,8460,18946,10297,8649,38.86094326230932,-77.04943664228264,Entertainment,Metro
Crystal Dr & 20th St S,18701,9832,8869,19066,9940,9126,38.85642482619239,-77.04923485029782,Living,Metro
Crystal Dr & 23rd St S,16146,8859,7287,16299,9303,6996,38.85299591301026,-77.04973485908471,Work,Bus
Crystal Dr & 27th St S,9698,4425,5273,9649,4849,4800,38.848461678394266,-77.05149169381593,Living,
Crystal Dr & Potomac Ave,567,276,291,540,283,257,38.84829997967372,-77.05122405520282,Entertainment,Bus
D St & Maryland Ave NE,42996,32047,10949,40978,31873,9105,38.89483670185999,-76.99602811948245,Work,Bus
Deanwood Rec Center,1821,895,926,1803,827,976,38.90845558717571,-76.93310327911877,Living,Metro
Dennis Ave & Amherst Ave,1419,622,797,1424,615,809,39.025389082816034,-77.04455720089715,Work,Metro
District Ave & Strawberry Ln/Mosaic Market Garage,1480,425,1055,1569,451,1118,38.872631362952816,-77.23060846460349,Entertainment,
Division Ave & Foote St NE,1013,666,347,1037,620,417,38.89741264784371,-76.92590765052483,Work,Bus
Dorr Ave & Prosperity Ave,206,85,121,204,50,154,38.879258625766994,-77.23358181883252,Entertainment,Bus
Duke St & John Carlyle St,5541,3279,2262,5343,3082,2261,38.80437816813501,-77.06086395879683,Living,Bus
Duke St & Jordan St,910,267,643,989,300,689,38.812193295918135,-77.1099327159141,Work,Metro
Duke St & Strand (Robinson Terminal),3602,1177,2425,4944,1515,3429,38.8019449338412,-77.04029074086505,Living,Bus
Dunn Loring Metro,4385,1393,2992,4159,1397,2762,38.88278345763311,-77.22829072476912,Living,Bus
E Fairfax St & S Washington St,1584,749,835,1615,728,887,38.880609637956724,-77.17189452642214,Living,Bus
E Montgomery Ave & Maryland Ave,1301,558,743,1298,550,748,39.08405164645127,-77.15122793412459,Living,Bus
Eads St & 12th St S,25782,14356,11426,26124,14492,11632,38.86286840862111,-77.05436496122756,Work,Bus
Eads St & 15th St S,12849,7131,5718,12861,7361,5500,38.85925743631827,-77.0532319379636,Entertainment,Metro
Eads St & 22nd St S,11889,6561,5328,11974,6640,5334,38.85438575390515,-77.05340996349884,Living,
East Falls Church Metro / Sycamore St & 19th St N,10739,5421,5318,10522,5674,4848,38.885346227364224,-77.15643480115564,Entertainment,
East West Hwy & 16th St,3165,932,2233,2678,847,1831,38.99566693832725,-77.03871685809004,Work,Metro
East West Hwy & Blair Mill Rd,4583,2410,2173,4118,2338,1780,38.99021533164583,-77.02936594756977,Living,
Eastern Market / 7th & North Carolina Ave SE,55698,38666,17032,55938,38013,17925,38.886954727810036,-76.99680825438949,Living,Bus
Eastern Market Metro / Pennsylvania Ave & 7th St SE,8393,4990,3403,8596,4934,3662,38.88400496176614,-76.99538538300702,Entertainment,Bus
Eastern Market Metro / Pennsylvania Ave & 8th St SE,104927,71440,33487,105649,70614,35035,38.88411426995317,-76.99521112419497,Entertainment,Metro
Eckington Pl & Q St NE,66860,46297,20563,64944,45913,19031,38.9109455274572,-77.00492816060131,Living,Metro
Eden Center,1410,668,742,1379,616,763,38.87379743879586,-77.15285610850216,Entertainment,Bus
Edgewood Rec Center,17939,12289,5650,17024,11933,5091,38.924106752693945,-77.0021110813158,Entertainment,Bus
Eisenhower Ave & Ike Dr,2106,644,1462,1984,638,1346,38.802742282143825,-77.08248148720324,Living,Metro
Eisenhower Ave & Mill Race Ln,6472,3241,3231,6504,3367,3137,38.80110281887183,-77.06894349056724,Work,Bus
Emma Lee St & Morris St,392,149,243,399,171,228,38.87781569190476,-77.20941231133122,Entertainment,Metro
Executive Blvd & E Jefferson St,1349,897,452,1483,996,487,39.04867181372542,-77.12564981552924,Entertainment,Metro
Fair Woods Pkwy & Fairfax Blvd,104,30,74,115,34,81,38.86278069559134,-77.29392057295192,Entertainment,Bus
Fairfax Blvd & Pickett Rd North,160,49,111,183,48,135,38.865091277228125,-77.2719158498,Entertainment,Metro
Fairfax Blvd & Pickett Rd South,143,54,89,159,67,92,38.86475686997552,-77.27149515653147,Work,Metro
Fairfax Dr & N Randolph St,10711,6339,4372,9049,5287,3762,38.88262778718809,-77.10936759157389,Living,
Fairfax Dr & N Taylor St,5287,3509,1778,5045,3383,1662,38.88242255281858,-77.11274179174188,Living,Metro
Fairfax Dr & Wilson Blvd,11270,6869,4401,10372,6315,4057,38.88580284462266,-77.09774594805256,Living,Bus
Fairfax Village,1196,554,642,801,367,434,38.86558732639334,-76.95211657035291,Living,
Fairway Dr & Hook Rd,79,17,62,73,14,59,38.963312827336566,-77.34254499608403,Work,
Falls Church City Hall / Park Ave & Little Falls St,2058,1308,750,2131,1350,781,38.885430375879636,-77.1735954995959,Entertainment,
Fallsgrove Blvd & Fallsgrove Dr,1098,240,858,1094,235,859,39.096310248093275,-77.19266915477093,Work,
Fallsgrove Dr & W Montgomery Ave,1125,87,1038,1076,76,1000,39.099379822159946,-77.18800870554222,Entertainment,Metro
Fenton St & Ellsworth Dr ,6550,3428,3122,6439,3359,3080,38.99699529842031,-77.02558049293799,Entertainment,Metro
Fenton St & Gist Ave,4099,2474,1625,3492,2282,1210,38.98970739997873,-77.02385512863526,Work,Metro
Fenton St & New York Ave ,4167,2706,1461,3459,2331,1128,38.98538761460354,-77.02307374997437,Living,
Fern St & Army Navy Dr,2325,1321,1004,2548,1282,1266,38.86483825398067,-77.05687564422792,Work,Bus
Fessenden St & Wisconsin Ave NW,4902,3330,1572,4381,2982,1399,38.954799674148504,-77.0824044453603,Work,Bus
Fillmore & Bisdorf,590,241,349,494,240,254,38.83862048890113,-77.11619059133955,Work,Bus
First St & Fayette St,4090,2124,1966,3870,2003,1867,38.81701829923635,-77.05009920486222,Work,Metro
First and Fayette,25,8,17,22,12,10,38.817024143333335,-77.0501098,Entertainment,Metro
Fishers Ln & Rock Creek Mill Rd,725,311,414,634,275,359,39.0628860790969,-77.11345965486828,Living,
Fleet St & Ritchie Pkwy,1077,526,551,1155,547,608,39.076321396626426,-77.14137533095735,Work,Metro
Fleet St & Waterfront St,3856,314,3542,3507,365,3142,38.782637555186575,-77.01605862456157,Entertainment,Metro
Florida Ave & R St NW,47134,32248,14886,44816,30871,13945,38.912594048067625,-77.01349287980477,Living,
Fort Lincoln Dr & 33rd Pl NE,946,443,503,895,426,469,38.92164958880794,-76.95569085834136,Work,Bus
Fort Stanton Rec Center,608,219,389,504,184,320,38.857339669088006,-76.97771755171763,Entertainment,Bus
Fort Totten Metro,23198,13334,9864,21021,11593,9428,38.95235493102193,-77.0027235465653,Work,
Founders Row/W Broad St & West St,1553,639,914,1585,647,938,38.89015341365175,-77.18317792747199,Entertainment,
Four Mile Run Dr & S Shirlington Rd,2407,1058,1349,2512,1105,1407,38.844400654729505,-77.0859282021172,Entertainment,Bus
Four Mile Run Dr & S Walter Reed Dr,2897,1494,1403,2956,1490,1466,38.84735905130495,-77.09542347748254,Living,
Franconia-Springfield Metro North,397,112,285,362,109,253,38.766937230675055,-77.16889628923174,Entertainment,
Franklin St & S Washington St,5925,2291,3634,6125,2535,3590,38.79813448253648,-77.04870649443265,Work,Bus
Frederick Ave & Horners Ln,731,333,398,755,351,404,39.094766060756875,-77.14522520288345,Work,Metro
Friendship Blvd & Willard Ave,6819,3518,3301,6346,3223,3123,38.961155048507436,-77.08864250182077,Living,Metro
Friendship Hts Metro / Wisconsin Ave & Wisconsin Cir,9080,5186,3894,8319,4906,3413,38.96175279898729,-77.08598990133515,Entertainment,
Ft Myer Dr & Arlington Blvd,54,37,17,50,28,22,38.89086281746914,-77.0748916080247,Work,Bus
GMU / Fairfax Dr & Kenmore St,2999,2026,973,2531,1801,730,38.88461634930494,-77.10107539779148,Entertainment,Metro
GMU/Fairfax Dr & Kenmore St,5921,4478,1443,5305,4010,1295,38.88469460225387,-77.10032319006996,Work,Metro
GMU/Horizon Hall & Harris Theater,231,90,141,220,99,121,38.83121066782901,-77.30806777195671,Entertainment,Metro
GMU/Patriot Cir & York Dr,311,119,192,337,116,221,38.82749985716351,-77.30415868559464,Work,
GMU/Rappahannock River Ln,232,100,132,214,77,137,38.834799564299225,-77.30705746265468,Work,
Gallaudet / 8th St & Florida Ave NE,8985,5650,3335,8886,5689,3197,38.905091492150845,-76.99412972692542,Entertainment,Metro
Garland Ave & Walden Rd,1423,866,557,1445,827,618,39.00047149069812,-77.0007755863456,Work,
Gatehouse Rd & Telestar Ct,431,121,310,475,164,311,38.86851479328113,-77.22525274665699,Living,Bus
George Mason Blvd & Armstrong St,152,48,104,144,55,89,38.84110034939583,-77.30718113350659,Living,Bus
George Mason Dr & Wilson Blvd,6461,4254,2207,6320,4161,2159,38.87886886871786,-77.12069702177928,Work,Metro
George Mason High School / Haycock Rd & Leesburg Pike,522,280,242,473,233,240,38.89517163027968,-77.19027241959762,Entertainment,Metro
Georgetown Harbor / 30th St NW,49202,23753,25449,65279,29936,35343,38.90230361040469,-77.05913001040602,Living,Metro
Georgia & Missouri Ave NW,12046,7905,4141,10088,6238,3850,38.96132666382395,-77.02784777654574,Work,Bus
Georgia & New Hampshire Ave NW,41155,26589,14566,35506,23262,12244,38.936690982249026,-77.02417645962618,Entertainment,
Georgia Ave & Dahlia St NW,4307,2804,1503,3698,2397,1301,38.97599929091862,-77.02673932786112,Work,Bus
Georgia Ave & Emerson St NW,5750,3412,2338,4341,2386,1955,38.94965787782661,-77.0273353439523,Work,
Georgia Ave & Fairmont St NW,11052,7252,3800,9420,5779,3641,38.92480798079796,-77.02229685316622,Work,
Georgia Ave & Kennedy St NW,6221,3996,2225,4931,2928,2003,38.9567254704428,-77.02792153453268,Work,
Georgia Ave & Morton St NW,34902,22839,12063,30901,20366,10535,38.93211427822196,-77.02349257919954,Work,Bus
Georgia Ave & Piney Branch Rd NW,6687,4506,2181,5914,3727,2187,38.967465084047106,-77.02796900380756,Living,
Georgia Ave & Spring St,1510,718,792,1373,625,748,38.999342924256915,-77.0315694734517,Work,
Georgia Ave and Fairmont St NW,4534,2740,1794,3918,2255,1663,38.924898526203066,-77.02220266324836,Entertainment,Metro
Glade Dr & Pinecrest Rd/Cathy Hudgins Cmty Ctr,255,38,217,212,34,178,38.941488609562164,-77.3665088422245,Work,Metro
Glebe Rd & 11th St N,6411,4128,2283,5553,3634,1919,38.88392576144671,-77.11681543025529,Entertainment,
Golf Course Sq and Golf Course Dr,750,340,410,648,329,319,38.94401229955277,-77.35355071938639,Living,Metro
Good Hope & Naylor Rd SE,1211,542,669,772,313,459,38.86139627158359,-76.9689013550753,Work,Bus
Good Hope Rd & 14th St SE,1943,1111,832,2023,1147,876,38.86663391229115,-76.98524341259751,Entertainment,Metro
Good Hope Rd & MLK Ave SE,4247,2545,1702,4370,2531,1839,38.8673694255376,-76.98804120580772,Work,Metro
Grandview & Blueridge Ave,1103,613,490,1017,583,434,39.043267487570134,-77.05308137836754,Work,
Grant Circle,19152,11404,7748,13308,8222,5086,38.94201818676961,-77.0182348375831,Work,Bus
Gravelly Point,48405,16372,32033,48470,16498,31972,38.86502979872766,-77.03951273870513,Entertainment,
Green Range Dr and Glade Dr,298,52,246,313,63,250,38.93720714521922,-77.36785333808841,Living,
Greenbelt Station Parkway,1379,394,985,1357,379,978,39.00245768971547,-76.91624656487429,Work,Bus
Greensboro & International Dr,566,195,371,445,140,305,38.92306094661793,-77.2274437871306,Living,Metro
Greensboro & Pinnacle Dr,699,209,490,529,165,364,38.92244943330384,-77.23034266842058,Living,Metro
Greensboro Metro East,566,270,296,513,232,281,38.920689946158525,-77.23315136790009,Living,Bus
Hains Point/Buckeye & Ohio Dr SW,34104,16109,17995,34992,16618,18374,38.87843707801491,-77.03023172830851,Work,Bus
Half & Water St SW,16651,8958,7693,16836,9037,7799,38.866289317412296,-77.01054974118425,Work,
Hamlin & 7th St NE,15160,9823,5337,14093,9116,4977,38.92749385120978,-76.99719810283719,Entertainment,
Hardy Rec Center,12034,7659,4375,11854,7805,4049,38.90968939657574,-77.08560964018062,Living,Bus
Hartland Rd & Harte Pl,829,392,437,810,372,438,38.87861859886189,-77.22280042158444,Entertainment,
Harvard St & Adams Mill Rd NW,19636,10138,9498,19866,9907,9959,38.927870920698936,-77.0433464298109,Work,Bus
Henry Bacon Dr & Lincoln Memorial Circle NW,108025,19976,88049,107810,21340,86470,38.89054048312357,-77.04938134065601,Entertainment,Bus
Henry St & Pendleton St,3884,2280,1604,3693,2024,1669,38.811475990025244,-77.05027008453311,Living,
Hilltop Rd & Willowmere Dr ,96,52,44,107,55,52,38.87690171753472,-77.24151467051215,Entertainment,
Holmes Run Pkwy & N Pickett St,2149,539,1610,2218,621,1597,38.81430569105367,-77.11892830083768,Work,Metro
Hyattsville Library / Adelphi Rd & Toledo Rd,1230,532,698,1207,513,694,38.969770458236006,-76.94929121759876,Living,Bus
Independence Ave & L'Enfant Plaza SW/DOE,27292,10497,16795,28567,11356,17211,38.88731346192353,-77.0258380527359,Entertainment,
Inlet Ct & Wiehle Dr,131,38,93,92,29,63,38.96597788655896,-77.33435422301062,Living,Bus
Iwo Jima Memorial / Meade & 14th St N,21727,9383,12344,23663,8533,15130,38.88991872115086,-77.07129992986388,Entertainment,
Jefferson Dr & 14th St SW,125813,25427,100386,129290,27807,101483,38.88855500473551,-77.03242634117827,Entertainment,
Jefferson Memorial,76677,22300,54377,76820,22670,54150,38.87982014454889,-77.0374150604754,Entertainment,Metro
John McCormack Dr & Michigan Ave NE,9409,5975,3434,8978,5486,3492,38.934606436772576,-76.99550547674778,Entertainment,
John McCormack Rd & Michigan Ave NE,107,78,29,101,71,30,38.93460558385358,-76.9955003515,Work,Metro
John McCormack Rd & Michigan Ave NE ,14,10,4,10,8,2,38.93888101817858,-76.99722958903571,Living,Metro
John McCormack Rd NE,7659,4690,2969,6393,3871,2522,38.938869068660885,-76.99723567825461,Entertainment,
Joliet St & MLK Ave SW/Bald Eagle Rec Ctr,329,137,192,310,119,191,38.81908998544728,-77.01034622590512,Entertainment,
Jones Branch & Westbranch Dr,678,330,348,732,363,369,38.93190960131754,-77.2192649144298,Living,Bus
Jones Branch Dr & Blyton St,633,333,300,642,331,311,38.92696837413875,-77.21738086469537,Entertainment,Bus
Jones Branch Drive & Scotts Crossing Rd,586,324,262,600,337,263,38.92848551838813,-77.21563469741079,Entertainment,Metro
Joyce St & 16th St S,11755,7842,3913,11470,7982,3488,38.85925978523913,-77.06327408006051,Living,
Kansas Ave & Longfellow St NW,6105,3891,2214,5224,3206,2018,38.95808097983258,-77.01381782652399,Entertainment,Bus
Kansas Ave & Sherman Cr NW,20953,12877,8076,16314,10506,5808,38.94796734890117,-77.02153710458964,Entertainment,Metro
Kansas Ave & Tuckerman St NW / Lamond Rec ,333,174,159,300,130,170,38.96750480826526,-77.00700808527327,Work,Bus
Kenilworth Terr & Hayes St. NE,1221,678,543,1212,700,512,38.900463015433424,-76.94728719997923,Work,Bus
Kenilworth Terrace & Hayes St. NE,1115,350,765,1198,398,800,38.90045659665182,-76.94729471165431,Living,
Kenmore Ave & Seminary Rd,1006,289,717,910,270,640,38.82890627736349,-77.11058510975624,Entertainment,Metro
Kenmore St & 24th St S,1323,729,594,1433,898,535,38.84845484190913,-77.084910754365,Entertainment,Metro
