station_name,start_count,start_member_count,start_casual_count,end_count,end_member_count,end_casual_count,avg_lat,avg_lng,type,public transportation
Kennebec St & 11th St N,5131,3153,1978,5191,3153,2038,38.8809950481653,-77.13526848674468,Living,Metro
Kennedy Center,25039,13650,11389,27204,15334,11870,38.897297694724074,-77.05555934237731,Entertainment,
Kenwood Ave & Osage St,98,33,65,86,33,53,38.8279764750085,-77.08474183068367,Work,Metro
Key Blvd & N Quinn St,1087,634,453,909,573,336,38.89634880788,-77.07842426366375,Entertainment,
Key West Ave & Diamondback Dr,592,92,500,616,95,521,39.10615241257105,-77.20235790781543,Living,
Key West Ave & Great Seneca Hwy,380,49,331,382,50,332,39.10564238836198,-77.2038630809264,Living,Bus
Key West Ave & Siesta Key Way,737,99,638,716,94,622,39.10529565409485,-77.19477805416739,Entertainment,Bus
King Farm Blvd & Piccard Dr,1429,396,1033,1389,323,1066,39.110313462880015,-77.18267596710287,Work,Metro
King Farm Blvd & Pleasant Dr,1973,560,1413,1930,628,1302,39.11468072587759,-77.1714970992847,Entertainment,Metro
King Greenleaf Rec Center,13676,8859,4817,15749,9783,5966,38.87621360322304,-77.0124410927481,Living,Bus
King St & Kenwood Ave,421,159,262,292,106,186,38.82478978489232,-77.08505900734521,Entertainment,Metro
King St & N Pitt St,7035,3740,3295,7812,3909,3903,38.80480100742369,-77.04467013401536,Work,
King St & Patrick St,7214,3264,3950,8009,3497,4512,38.8053145718248,-77.04988631090251,Living,Metro
King St & Peyton St,2811,1273,1538,2918,1533,1385,38.80600410530765,-77.05590947687773,Living,Metro
King St & W Braddock Rd,967,448,519,857,434,423,38.82767937444984,-77.0889828507218,Entertainment,
King St Metro North / Cameron St,11644,6470,5174,11984,6674,5310,38.807037126319926,-77.05981046576717,Entertainment,Metro
King St Metro South,6699,3496,3203,6522,3913,2609,38.80576470643217,-77.06062871334275,Work,Metro
Kingman Island/The Fields at RFK,9805,5699,4106,9979,5941,4038,38.89595355468349,-76.9678483309487,Entertainment,
Kingsbridge Dr & Draper Dr,71,26,45,76,30,46,38.86854428727182,-77.28208260565657,Living,
L'Enfant Plaza / 7th & C St SW,34792,15745,19047,35978,15927,20051,38.886268456037016,-77.0222454953376,Entertainment,Bus
Lake Newport Rd and Autumn Ridge Cir,520,163,357,542,151,391,38.97700760849051,-77.35321632756629,Entertainment,Bus
Lamont & Mt Pleasant NW,69503,45400,24103,60372,40373,19999,38.93190885949524,-77.03878888009254,Living,Metro
Langston Blvd & N Adams St,12421,8316,4105,8244,6133,2111,38.89593465965645,-77.08900347189427,Work,
Langston Blvd & N Cleveland St,6893,4012,2881,5278,3126,2152,38.89494340651648,-77.09168601388906,Work,Bus
Langston Blvd & N Kirkwood Rd,1627,900,727,1706,1007,699,38.895373874186035,-77.09715194665438,Living,Bus
Langston Blvd & N Kirkwood St,1002,596,406,1057,674,383,38.89537335600197,-77.09714593092278,Work,Metro
Langston Blvd & N Monroe St,4134,2269,1865,3999,2107,1892,38.896453152673004,-77.10454112586179,Living,
Langston Blvd & N Scott St,7937,5242,2695,7236,4828,2408,38.89761662156906,-77.08084662837109,Entertainment,Metro
Langston Blvd & N Woodstock St,3580,1871,1709,2863,1489,1374,38.898300976693854,-77.11801480161074,Living,Metro
Largo Rd & Campus Way / Prince Georges's Comm Col,828,70,758,848,107,741,38.88993826906561,-76.82553798254851,Entertainment,Metro
Largo Town Center Metro,1111,206,905,975,165,810,38.89980888904492,-76.84460187470127,Work,
Layton Hall Dr & University Dr,91,40,51,96,32,64,38.85093507273626,-77.30273609835166,Work,
Lee Center,1809,1159,650,1719,1202,517,38.79755779564086,-77.0537668433264,Entertainment,Metro
Lee Hwy & N Adams St,1502,765,737,1111,652,459,38.895934167802565,-77.08899761557441,Entertainment,
Lee Hwy & N Cleveland St,1150,771,379,999,544,455,38.89494325347043,-77.0916965873192,Living,Bus
Lee Hwy & N Kirkwood Rd,924,478,446,934,537,397,38.895371253483134,-77.09715440733139,Entertainment,Metro
Lee Hwy & N Monroe St,1052,532,520,997,557,440,38.896452046524715,-77.10455338588373,Work,Bus
Lee Hwy & N Scott St,3421,2286,1135,3119,2005,1114,38.89761707738049,-77.08084838140515,Living,
Lee Hwy & N Woodstock St,999,415,584,812,399,413,38.89830415957398,-77.11800618341186,Living,Bus
Library St & Freedom Dr,1542,480,1062,1498,459,1039,38.95963558334048,-77.3587430560303,Work,Bus
Lincoln Memorial,138744,26005,112739,134956,28324,106632,38.888256545840704,-77.04943547357709,Entertainment,Metro
Lincoln Park / 13th & East Capitol St NE ,55186,39940,15246,52287,38433,13854,38.89046423857637,-76.98836293703891,Living,Metro
Lincoln Rd & Seaton Pl NE/Harry Thomas Rec Center,17058,11551,5507,14774,10399,4375,38.914992216585844,-77.00779553131541,Work,Bus
Links Dr & Wedge Dr,274,78,196,260,84,176,38.95902522769085,-77.33929512556178,Work,
Livingston Rd & 3rd St SE,1273,527,746,1379,550,829,38.8237332061682,-77.00223106028864,Entertainment,
Long Bridge Aquatic Center,5707,3243,2464,5580,3466,2114,38.87056146773952,-77.04409522261423,Work,Bus
Long Bridge Aquatic ctr,106,56,50,83,51,32,38.87056109639887,-77.04409349575772,Work,
Long Bridge Park / Long Bridge Dr & 6th St S,4404,2507,1897,4609,2770,1839,38.865557336442265,-77.05002805404247,Work,Bus
Loughboro Rd & Dalecarlia Pkwy NW / Sibley Hospital,1280,784,496,1205,756,449,38.93584578927018,-77.10687858870456,Entertainment,Metro
Lynn St & 19th St North,17622,9600,8022,24803,14461,10342,38.89733559205922,-77.07096823273362,Living,Metro
Lyttonsville Rd & Lyttonsville Pl,1384,379,1005,1366,393,973,38.99965856336228,-77.05116537489693,Living,
M St & Delaware Ave NE,44247,29445,14802,45044,29695,15349,38.905677848275275,-77.00316853557001,Entertainment,Bus
M St & New Jersey Ave SE,27114,17090,10024,34134,20320,13814,38.876280936821686,-77.00384481669877,Work,Bus
M St & Pennsylvania Ave NW,70214,38305,31909,78527,42404,36123,38.90512545672624,-77.05688074003514,Work,Metro
MBT & Bryant St NE,38183,22377,15806,37368,22152,15216,38.922380027073395,-76.99603441467049,Entertainment,
MLK & Marion Barry Ave SE,918,656,262,958,729,229,38.86736295782807,-76.98804368925764,Entertainment,Bus
MTL-ECO5-03,2,2,0,2,2,0,,,Entertainment,
Madison St & Fairfax St,9963,4483,5480,10623,4873,5750,38.81235224090538,-77.04068945981984,Work,Bus
Madison St & N Henry St,3557,2199,1358,3393,2134,1259,38.813485718015784,-77.04946662400894,Work,Metro
Madrillon Rd & Boss St,465,216,249,390,176,214,38.91001035657993,-77.22626553935697,Entertainment,
Madron Ln & Bermudez Ct,443,220,223,435,202,233,38.904415944946194,-77.22182617631904,Entertainment,
Main Line Blvd & E Glebe,10507,6300,4207,10514,6143,4371,38.832427399017064,-77.04976231149047,Work,
Maine Ave & 7th St SW,71355,32704,38651,79009,36212,42797,38.87870228508602,-77.02305451147643,Entertainment,Bus
Maine Ave & 9th St SW,74340,34380,39960,79233,34306,44927,38.88044152581339,-77.02523017208216,Entertainment,
Maine Ave & Water St SW,15294,8991,6303,19324,10780,8544,38.87674839778447,-77.0209444690566,Work,Metro
Mandeville Ln & Stovall St,2165,1101,1064,2159,1111,1048,38.80288645223903,-77.07257828028816,Living,Metro
Maple & Ritchie Ave,3009,1741,1268,3850,2111,1739,38.98362575852064,-77.00631836021013,Living,
Marion Barry Ave & Naylor Rd SE,491,309,182,419,192,227,38.8616494493004,-76.96917876990224,Entertainment,
Market Square / King St & Royal St,13542,6705,6837,15629,6677,8952,38.804717738794196,-77.04335985836133,Living,Bus
Market St & St Francis St,729,173,556,749,186,563,38.958660075117976,-77.36151736187814,Work,
Maryland Ave & 17th St NE,18861,11899,6962,17960,10720,7240,38.90193967774016,-76.9786412244224,Entertainment,
Maryland Ave & E St NE,40889,29814,11075,38668,28215,10453,38.89620662127657,-76.99282854553792,Work,
Marymount University / Yorktown Blvd & 26th St N,599,281,318,561,285,276,38.9042435351636,-77.1277810539552,Living,Metro
Massachusetts & Idaho Ave NW,2251,1062,1189,1884,978,906,38.93133852965867,-77.07721804950563,Work,Metro
Massachusetts Ave & 6th St NE,34529,23072,11457,30768,20776,9992,38.89293075269349,-76.99829504728729,Living,
Massachusetts Ave & Dupont Circle NW,108675,70779,37896,116885,75885,41000,38.91010434122631,-77.04439136312541,Living,Bus
McLean Metro,2005,1057,948,2082,1084,998,38.924039154533304,-77.20797499503931,Work,Bus
Medical Center Dr & Key West Ave,218,60,158,193,51,142,39.10309213615538,-77.1964430026589,Entertainment,Bus
Medical Center Metro ,3951,1917,2034,3360,1624,1736,38.99938059163036,-77.09788977782213,Living,
Meridian High School / Haycock Rd & Leesburg Pike,379,176,203,370,177,193,38.89597452150508,-77.1918347420443,Entertainment,
Merrifield Cinema & Merrifield Town Center,2671,606,2065,2924,655,2269,38.87009648268107,-77.22996348933191,Entertainment,Bus
Merrilee Dr & Lauren Elizabeth Lane,1886,349,1537,1750,380,1370,38.879066868047616,-77.23071296679719,Living,Bus
Metro Center / 12th & G St NW,57219,35196,22023,68775,42061,26714,38.89833802530295,-77.02790574417232,Living,Bus
Metro Park Dr & Walker Ln ,27,17,10,31,18,13,38.76842930661111,-77.15650289972223,Entertainment,Bus
Michigan Ave & Allison St NE,196,118,78,212,99,113,38.94507864229847,-76.97878782175002,Work,
Minnesota Ave & D St SE ,1,0,1,1,0,1,38.883841423,-76.957523372,Work,Bus
Minnesota Ave & R St SE,2945,1831,1114,2933,1747,1186,38.86934621303591,-76.9785249981979,Living,Metro
Minnesota Ave Metro/DOES,2361,1224,1137,2440,1150,1290,38.89705482986275,-76.9474425158594,Living,Bus
Mission Square Dr & Miranda Ct,29,16,13,31,19,12,38.86899802131035,-77.27547507868967,Living,Bus
Mississippi Ave & 19th St SE / THEARC,903,551,352,951,580,371,38.84376839372983,-76.97557078598436,Living,
Monroe Ave & Leslie Ave,6467,4058,2409,6523,4147,2376,38.8209306144946,-77.0530929587886,Living,Metro
Monroe St & Monroe Pl,1155,767,388,1104,758,346,39.08367248806685,-77.14915941573778,Work,Metro
Montello Ave & Holbrook Terr NE,18081,11142,6939,17322,10869,6453,38.90743180097127,-76.98682874475895,Living,
Montgomery & East Ln,2523,1229,1294,2103,1175,928,38.983518439072185,-77.09536670451755,Work,Metro
Montgomery Ave & Waverly St ,3395,1581,1814,2239,1210,1029,38.98383971629971,-77.09220049910205,Living,Metro
Montgomery College / W Campus Dr & Mannakee St,699,341,358,684,331,353,39.095662466471666,-77.15904476126846,Living,Metro
Motivate BX Tech office,353,353,0,355,354,1,38.964405999810296,-77.01075900016227,Entertainment,Bus
Motivate Tech Office,8,8,0,21,13,8,,,Living,Bus
Mount Vernon Ave & Bruce St,2787,1777,1010,3067,1772,1295,38.84129326476164,-77.06308867674255,Entertainment,Bus
Mount Vernon Ave & E Del Ray Ave,6180,3324,2856,6340,3411,2929,38.82595298226204,-77.05854423151645,Work,Metro
Mount Vernon Ave & E Nelson Ave,6083,4088,1995,6032,4023,2009,38.82006155289753,-77.05761852852896,Entertainment,
Mount Vernon Ave & Four Mile Run Park,5080,2210,2870,5657,2412,3245,38.84343632918166,-77.06401030873376,Work,
Mount Vernon Ave & Kennedy St,4948,2434,2514,4911,2389,2522,38.83307335032458,-77.05982311933431,Work,Bus
Mt Vernon Trail & S. Washington St.,13492,4657,8835,13488,4658,8830,38.793068255550224,-77.04942118734914,Living,Metro
N Hampton Dr & Ford Ave,1431,741,690,1451,798,653,38.83730567412733,-77.10611326161565,Entertainment,Metro
N Howard St & N Imboden St,421,152,269,337,157,180,38.818493347443685,-77.10558986183436,Work,Bus
N Howard St & Taney Ave,1172,409,763,1039,311,728,38.815839701333815,-77.11004163381149,Work,
N Lynn St & Fairfax Dr,18645,11712,6933,20854,12702,8152,38.893854367018434,-77.07086652681225,Work,
N Moore St & Rosslyn Metro,1,0,1,6,6,0,38.896086906318665,-77.07145214080809,Work,Bus
N Oak St & W Broad St,2194,1197,997,2245,1234,1011,38.88835779106551,-77.1798411401715,Entertainment,Metro
N Pershing Dr & N George Mason Dr,2749,1762,987,2704,1688,1016,38.87181729033079,-77.10791566848758,Living,
N Pershing Dr & N Quebec St,1961,1254,707,1704,946,758,38.87425860315907,-77.10478845689491,Living,
N Pershing Dr & N Wayne St,3712,1962,1750,2999,1624,1375,38.88070722665063,-77.08601246589858,Entertainment,
N Pershing Dr & Quebec St,470,285,185,447,259,188,38.87425147429078,-77.10479481312058,Work,
N Pitt & Wythe St,190,106,84,257,140,117,38.8117646418511,-77.04317473001032,Entertainment,Metro
N Pitt St & Montgomery St,6270,2826,3444,6849,3109,3740,38.81406179437202,-77.04279335421924,Living,Bus
N Quincy St & Glebe Rd,6646,3988,2658,5875,3552,2323,38.87639658504354,-77.10772641388897,Entertainment,Bus
N Roosevelt St & Roosevelt Blvd,3285,1073,2212,3178,1229,1949,38.87808607254449,-77.1539492535878,Living,Metro
N Shore Dr & Bandit Loop,137,54,83,143,65,78,38.95937103909124,-77.33178888179806,Living,Bus
N Shore Dr & Wainwright Dr,505,102,403,551,85,466,38.96386597807459,-77.34951233780923,Work,Bus
N Veitch St & 20th St N,10513,6393,4120,9770,6499,3271,38.896933469648204,-77.08648108708448,Living,Bus
N Veitch St & Key Blvd,4525,3148,1377,3646,2573,1073,38.89324125444797,-77.0860475784838,Work,
N. Beauregard St. & Berkley St.,2666,1284,1382,2695,1330,1365,38.841268214029725,-77.1081742638026,Work,Metro
Nannie Helen Burroughs & Minnesota Ave NE,1112,597,515,1231,649,582,38.90138481239259,-76.94188184121184,Entertainment,
Nannie Helen Burroughs Ave & 49th St NE,1652,887,765,1694,889,805,38.89853078161707,-76.93185792997771,Living,
National Airport,7074,3651,3423,7427,3899,3528,38.85293376667046,-77.04593634527899,Work,Bus
National Harbor Carousel,12292,841,11451,12339,868,11471,38.78590227003656,-77.01670281413882,Living,Bus
Neal St & Trinidad Ave NE,15072,10522,4550,14963,10422,4541,38.90373559916033,-76.98723793328782,Living,Metro
Needwood Rd & Eagles Head Ct,798,283,515,813,284,529,39.123510030249086,-77.15740979641714,Work,Bus
New Dominion Pkwy & Fountain Dr,1059,229,830,940,234,706,38.96057380947016,-77.35632209522392,Entertainment,
New Hampshire & Gallatin St NW,12626,7880,4746,10716,6334,4382,38.95158802067526,-77.01282299107642,Work,Bus
New Hampshire & Kirklynn Ave,1327,403,924,1399,454,945,38.988069242354946,-76.98845294740921,Living,
New Hampshire & Lockwood,641,148,493,537,119,418,39.0391126174852,-76.9918224434928,Entertainment,Bus
New Hampshire Ave & 24th St NW,61023,41561,19462,63360,42583,20777,38.90175495628354,-77.05108333561724,Living,Bus
New Hampshire Ave & East-West Hwy,2192,1070,1122,2184,1090,1094,38.974191071138534,-76.9952544523435,Work,Metro
New Hampshire Ave & T St NW,153658,112474,41184,151440,114494,36946,38.91554615095208,-77.03824893571326,Work,
New Hampshire Ave & Ward Pl NW,81971,51283,30688,86124,54869,31255,38.90571740584781,-77.04730407055398,Work,
New Jersey Ave & F St NW,62374,42968,19406,68724,47239,21485,38.897113924294274,-77.01161958064559,Living,Metro
New Jersey Ave & H St SE,25948,14989,10959,27051,15731,11320,38.8807360312555,-77.00575755932421,Entertainment,Bus
New Jersey Ave & K St NW,19377,12751,6626,19431,12675,6756,38.90258078286631,-77.01370377260028,Work,Metro
New Jersey Ave & N St NW/Dunbar HS,38025,26222,11803,34478,23734,10744,38.907343874255616,-77.01536099010664,Living,Metro
New Jersey Ave & R St NW,45786,31699,14087,43372,30840,12532,38.91266961920559,-77.01765735672544,Work,Bus
New Mexico & Cathedral Ave NW,1431,849,582,1425,863,562,38.93027637720125,-77.08371765841079,Entertainment,Bus
New York Ave & 15th St NW,29970,13981,15989,33488,14544,18944,38.89902927995179,-77.03335107592979,Work,Metro
New York Ave & Hecht Ave NE,33574,21603,11971,34082,21947,12135,38.915600147161,-76.98368036149208,Entertainment,Metro
Norfolk & Rugby Ave,2536,1130,1406,1911,921,990,38.99063695658221,-77.1002371116169,Living,Metro
Norfolk Ave & Fairmont St,5114,2427,2687,4498,2099,2399,38.988551880521236,-77.09653423916228,Entertainment,Bus
North Bethesda Metro,1867,1379,488,1733,1327,406,39.047377555530176,-77.1127641935417,Work,Metro
North Capitol & K St NE,11112,7868,3244,11294,8127,3167,38.902443557578664,-77.00824583524187,Living,Metro
North Capitol & R St NE,31198,21254,9944,29257,19660,9597,38.91258434008083,-77.00880529600548,Entertainment,Bus
North Capitol St & F St NW,41530,25263,16267,44908,28047,16861,38.897446330224206,-77.0098886657033,Entertainment,Metro
North Capitol St & G Pl NE,19081,12974,6107,19711,13727,5984,38.89971037380285,-77.00895362263458,Work,
North Shore & Cameron Crescent Dr/Crescent Apartments,680,263,417,671,269,402,38.97006935753448,-77.33868119512479,Entertainment,Metro
North Shore Dr & Village Rd,900,146,754,1062,171,891,38.97041187041492,-77.34078986791086,Work,
North Village and Park Garden,323,54,269,340,58,282,38.983201317930856,-77.3418236606579,Living,Metro
Northwestern High School,1248,280,968,1227,291,936,38.97550677019781,-76.95219866506068,Living,Metro
Oak Leaf & Lockwood,736,131,605,627,159,468,39.0380429806407,-76.99454316808686,Entertainment,Bus
Offutt Ln & Chevy Chase Dr,3955,2299,1656,3343,2107,1236,38.97710310755595,-77.09459098214118,Living,Metro
Oglethorpe St & 42nd Ave,2917,601,2316,3115,654,2461,38.95936417361113,-76.94631171454864,Living,Metro
Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,50779,12080,38699,50696,13070,37626,38.88411643862301,-77.04656247305167,Work,Metro
Oklahoma Ave & Benning Rd NE,7452,4817,2635,7795,5172,2623,38.89749592204262,-76.96951865850455,Entertainment,Bus
Oklahoma Ave & D St NE,15865,11184,4681,16274,11740,4534,38.89447270611234,-76.97484127556234,Work,Bus
Old Georgetown Rd & Southwick St,5321,2677,2644,4715,2768,1947,38.999621181425766,-77.1096413045303,Work,
Old Meadow Rd & Cathy Ln,514,221,293,503,228,275,38.916903481286965,-77.21388371297374,Work,
Old Meadow Rd & Old Meadow Ln,213,104,109,224,111,113,38.918987803699785,-77.21245937448691,Entertainment,
Olde Crafts Dr and Cartwright Pl,411,172,239,448,148,300,38.938804592252396,-77.35405849856915,Living,
Oxon Hill Park & Ride,745,240,505,474,150,324,38.79874782009038,-77.00103248693549,Entertainment,
Park Pl & Rock Creek Church Rd NW,11093,7222,3871,8353,5906,2447,38.937126266264926,-77.01914202103973,Living,Bus
Park Rd & Holmead Pl NW,62641,43542,19099,41069,30145,10924,38.9308015558032,-77.03146939462746,Entertainment,
Park Run & Onyx Dr,2804,1428,1376,2652,1440,1212,38.927555804346035,-77.22656176888506,Work,Metro
Pennsylvania & Minnesota Ave SE,2917,1862,1055,3249,2037,1212,38.87305917396912,-76.97101663950201,Entertainment,Bus
Pennsylvania Ave & Park Ave,1985,914,1071,2052,935,1117,38.887400995502844,-77.17698857059455,Entertainment,
Penrose Sq/Columbia Pike & S Barton St,2488,1436,1052,2329,1375,954,38.86351189319957,-77.08425096240103,Entertainment,Bus
Pentagon City Metro / 12th St & S Hayes St,22478,12778,9700,22767,12844,9923,38.86229492691336,-77.05993698775437,Entertainment,Bus
Pentagon Row Plaza / Army Navy Dr & Joyce St,9379,5651,3728,9431,5728,3703,38.86331781313238,-77.06341146326531,Work,
Perry & 35th St,2914,1503,1411,3257,1670,1587,38.93619286234609,-76.96008501503863,Work,Bus
Pershing Dr & N George Mason Dr,3060,1537,1523,2797,1530,1267,38.8718193019471,-77.10790247452745,Living,
Pershing Dr & Wayne St,3389,1691,1698,2550,1341,1209,38.880710880048824,-77.08601361718988,Living,
Philadelphia & Maple Ave,1014,628,386,1219,768,451,38.98127458627148,-77.01132748289763,Entertainment,
Piccard & W Gude Dr,753,437,316,787,471,316,39.10220832002577,-77.17709689172486,Work,
Pimmit Dr & Idyl Ln,393,119,274,388,136,252,38.89769092641221,-77.20725563574173,Entertainment,Bus
Pimmit Dr & Los Pueblos Ln,872,428,444,886,404,482,38.90046120056461,-77.20530355046961,Living,Bus
Pleasant St & MLK Ave SE,2578,1503,1075,2600,1502,1098,38.86389639910519,-76.9900277033503,Living,Bus
Pooks Hill Rd & Linden Ave,1777,355,1422,1724,360,1364,39.01472322662306,-77.10717123610877,Work,
Potomac & M St NW,53049,29654,23395,63826,33191,30635,38.90546762126145,-77.06520374251107,Entertainment,Bus
Potomac & Pennsylvania Ave SE,38680,26344,12336,38662,26181,12481,38.88030276215073,-76.98620565686534,Living,Bus
Potomac Ave & 35th St S,7506,3864,3642,7709,4283,3426,38.844027562741985,-77.05052949047854,Living,Metro
Potomac Ave & 8th St SE,15287,9522,5765,16283,10022,6261,38.87673769111954,-76.99446670006003,Work,
Potomac Ave & Half St SW,17013,9754,7259,18658,10497,8161,38.86976172807322,-77.01079608446136,Work,Bus
Potomac Ave & Main Line Blvd,5737,2966,2771,5769,3004,2765,38.82273525854505,-77.0492727404889,Work,
Potomac Ave & Swann Ave,9822,4677,5145,9860,4824,5036,38.82954604395691,-77.04784431196933,Work,Bus
Potomac Greens Dr & Slaters Ln,6139,3842,2297,6234,3819,2415,38.82174994453486,-77.04749389674265,Work,Bus
Potomac Yard Metro South,2256,1201,1055,2281,1271,1010,38.83345963940581,-77.0478455740945,Work,
Powhatan St & Bashford Ln,4912,3105,1807,4899,3255,1644,38.81874847781226,-77.04778347344819,Entertainment,Metro
Prince George's Plaza Metro,6016,2092,3924,5566,1985,3581,38.96573806785082,-76.95479254036115,Entertainment,Bus
Prince St & Union St,15480,5126,10354,19809,5679,14130,38.8031273931155,-77.04035631699801,Living,
Prosperity Ave & Avenir Pl,300,119,181,232,109,123,38.88143746054091,-77.23037658326501,Living,
Queens Chapel & Hamilton St,2684,1002,1682,2780,1146,1634,38.9545831999293,-76.95954914120601,Work,
Radford & Osage St,360,132,228,283,137,146,38.82847552087917,-77.08605106187176,Entertainment,Metro
Radford St & Osage St,967,403,564,783,332,451,38.82844457531481,-77.08603034397996,Work,Metro
Randle Circle & Minnesota Ave SE,1246,537,709,1265,472,793,38.877995961427914,-76.96070845110856,Work,Metro
Reed & Edison,1965,1184,781,2049,1195,854,38.837294527512555,-77.06088494244588,Living,Metro
Reed and Edison,84,34,50,89,39,50,38.8372802202381,-77.06089863293651,Living,Metro
Reservoir Rd & 38th St NW,34618,23281,11337,33501,23668,9833,38.91262998832657,-77.07431525256749,Entertainment,
Reston Pkwy & Bennington Woods Rd,526,126,400,498,104,394,38.97362360493091,-77.35183554032713,Living,Metro
Reston Pkwy & Spectrum Dr,665,163,502,591,132,459,38.964223395055456,-77.35402532104001,Entertainment,Metro
Reston Regional Library,197,36,161,165,36,129,38.96209546086756,-77.35881421946368,Entertainment,Metro
Reston Station Blvd & Sunset Hills Rd,278,90,188,254,91,163,38.9467301880012,-77.33103850126199,Entertainment,Bus
Reston Town Center Metro North,1962,812,1150,1903,1003,900,38.95368096419419,-77.35970513187003,Entertainment,Metro
Reston Town Center Metro South,451,193,258,368,193,175,38.95224524150961,-77.36066091966185,Work,Bus
Reston Town Center Transit Station,1756,347,1409,1760,313,1447,38.95703680296753,-77.35971762196755,Entertainment,Metro
Reston YMCA,1637,652,985,1704,639,1065,38.95531468293781,-77.36841531975558,Work,Metro
Rhode Island & Connecticut Ave NW,42589,29207,13382,44510,30016,14494,38.90599531403035,-77.03981828832407,Work,
Rhode Island & Montana Ave NE,5602,2792,2810,4509,2339,2170,38.924292020959435,-76.98591712724286,Work,
Rhode Island Ave & 39th St / Brentwood Arts Exchange,2350,1012,1338,2608,1160,1448,38.939258178025206,-76.95506569107432,Living,
Rhode Island Ave & V St NE,13177,8123,5054,8273,5216,3057,38.918162690867916,-77.00475921223776,Entertainment,Metro
Rhode Island Ave Metro,19424,11878,7546,18399,11416,6983,38.92067322230818,-76.99588338267361,Living,
Rhodes St & 16th St N,6498,4023,2475,5138,3035,2103,38.8921706865294,-77.07937228954428,Living,
Ridge Heights Rd & Seahawks Dr,756,501,255,768,524,244,38.936059852639346,-77.33777861350121,Entertainment,Metro
Ridge Heights and Owl Cove Ln,614,330,284,695,340,355,38.93392346733974,-77.33165227979953,Living,Metro
Ridge Rd & Southern Ave SE,168,78,90,132,72,60,38.87297499049306,-76.9352625549871,Living,Metro
Ridge Rd Community Center,321,140,181,253,112,141,38.876191959718184,-76.9409079525514,Living,
Riggs Rd & East West Hwy,1433,470,963,1534,460,1074,38.972507597622766,-76.98066243248716,Work,
Ring Rd & North Shore Dr,262,64,198,269,68,201,38.97080603784184,-77.32676044762245,Entertainment,
River Rd & Landy Ln,10283,4597,5686,10119,5117,5002,38.9649938166953,-77.10337891134564,Living,
Riverdale Park Town Center,5038,1632,3406,5255,1631,3624,38.96211967351306,-76.93558297009378,Work,Bus
Rockville Metro East,917,526,391,871,528,343,39.08539608400959,-77.14581395997209,Living,
Rockville Metro West,900,523,377,796,496,300,39.08437874266632,-77.14686421395035,Work,
Rockville Pike & Meeting St,497,102,395,464,99,365,39.05054605660219,-77.11522166935882,Living,
Rockville Pike & Old Georgetown Rd,1443,856,587,1388,867,521,39.049763450377164,-77.1136791008471,Work,
Rockville Pike & Rose Ave,412,230,182,392,227,165,39.050997763207526,-77.11543037918851,Work,Bus
Roland Clarke Pl & Sunrise Valley Dr,1,0,1,4,0,4,38.949366,-77.350396,Entertainment,Metro
Rolfe St & 9th St S,5446,3273,2173,5295,3324,1971,38.86647162457218,-77.07613077708342,Living,
Roosevelt Center & Crescent Rd,863,324,539,837,317,520,39.00030929386122,-76.87800685757165,Living,Metro
Roosevelt Island,31808,10096,21712,32336,11212,21124,38.89655294986694,-77.06714090143512,Living,Metro
Rosedale Rec Center,11401,6961,4440,11497,6966,4531,38.89781642706872,-76.9796410131074,Entertainment,
Rosslyn Metro / Wilson Blvd & Ft Myer Dr,3058,1732,1326,3735,2213,1522,38.89460634326855,-77.07229484076115,Work,Bus
Rosslyn Metro / Wilson Blvd & N Moore St,27096,16363,10733,32562,22551,10011,38.89608607229955,-77.07144790758574,Work,Metro
Route 29 & Bisvey Dr,415,87,328,423,94,329,38.87693853001204,-77.19572724107027,Entertainment,Metro
Route 29 & Circle Woods Dr,220,94,126,207,91,116,38.86911317714156,-77.27153658781218,Work,Metro
Royal St & Wilkes St,6499,3005,3494,6904,3151,3753,38.7992778538557,-77.04469892522444,Living,Metro
S Arlington Mill Dr & Campbell Ave,9445,3669,5776,10093,4260,5833,38.842334771435574,-77.08954532809179,Entertainment,Bus
S Clark St & 33rd St,5845,3128,2717,5882,3215,2667,38.84503350895955,-77.0519318985719,Work,Bus
S Four Mile Run Dr & Shirlington Rd,1794,897,897,1845,953,892,38.844401318277036,-77.08592123160192,Work,
S Four Mile Run Dr & Walter Reed Dr,2288,1139,1149,2388,1169,1219,38.84739163974986,-77.09538874381076,Work,
S George Mason & Four Mile Run Dr,1936,832,1104,2090,940,1150,38.85224947162489,-77.10502462455779,Work,Bus
S George Mason Dr & S Four Mile Run Dr,1489,794,695,1517,738,779,38.85224970833076,-77.10503072561676,Work,
S Glebe Rd & Potomac Ave,11224,6348,4876,11349,6206,5143,38.84260559511817,-77.05020364736205,Work,Bus
S Jordan St & Venable St,692,217,475,763,254,509,38.81134287590728,-77.10988126826003,Work,Bus
S Kenmore St & 24th St S,1480,909,571,1563,881,682,38.84847919850709,-77.08490260303975,Entertainment,Metro
S Maple Ave & S Washington St,2598,997,1601,2676,902,1774,38.87972863511385,-77.17837418808558,Living,Metro
S Pickett St & Shillings St,1154,570,584,1148,566,582,38.8044849267563,-77.13232866143761,Entertainment,Metro
S Randolph St & Campbell Ave,3041,1370,1671,3335,1646,1689,38.84063978056996,-77.08867084812641,Entertainment,Bus
